ContestId	ContestExtId	ContestName	ContestPartyAffiliation	ContestVoteFor	ContestType	ContestOrder	PrecinctId	PrecinctExtId	PrecinctName	PrecinctOrder	PrecinctStatus	PrecinctRegistered	PrecinctTurnout	PrecinctTurnoutPerc	CandidateId	CandidateExtId	CandidateName	CandidateType	CandidateAffiliation	CandidateOrder	Registered	Turnout	TurnoutPerc	Overvotes	Undervotes	Votes	Turnout_Election Day	Overvotes_Election Day	Undervotes_Election Day	Votes_Election Day	Turnout_Early Vote	Overvotes_Early Vote	Undervotes_Early Vote	Votes_Early Vote
1		Democratic Presidential Preference		1	Candidacy	1	2		7102	3	0	210	53	0.25	17		WARREN, ELIZABETH	R	DEM	17	210	53	0.25	0	0	2	29	0	0	1	24	0	0	1
1		Democratic Presidential Preference		1	Candidacy	1	2		7102	3	0	210	53	0.25	18		BIDEN, JOSEPH	R	DEM	18	210	53	0.25	0	0	15	29	0	0	9	24	0	0	6
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	1		KLOBUCHAR, AMY	R	DEM	1	5008	1860	0.37	1	8	9	170	0	0	0	1690	1	8	9
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	2		GABBARD, TULSI	R	DEM	2	5008	1860	0.37	1	8	11	170	0	0	0	1690	1	8	11
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	3		DE LA FUENTE, ROQUE "ROCKY"	R	DEM	3	5008	1860	0.37	1	8	3	170	0	0	0	1690	1	8	3
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	4		CASTRO, JULIÁN	R	DEM	4	5008	1860	0.37	1	8	3	170	0	0	0	1690	1	8	3
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	5		DELANEY, JOHN	R	DEM	5	5008	1860	0.37	1	8	2	170	0	0	0	1690	1	8	2
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	6		BUTTIGIEG, PETE	R	DEM	6	5008	1860	0.37	1	8	69	170	0	0	0	1690	1	8	69
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	7		BLOOMBERG, MICHAEL R.	R	DEM	7	5008	1860	0.37	1	8	182	170	0	0	1	1690	1	8	181
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	8		WILLIAMSON, MARIANNE	R	DEM	8	5008	1860	0.37	1	8	3	170	0	0	0	1690	1	8	3
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	9		YANG, ANDREW	R	DEM	9	5008	1860	0.37	1	8	13	170	0	0	0	1690	1	8	13
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	10		STEYER, TOM	R	DEM	10	5008	1860	0.37	1	8	4	170	0	0	0	1690	1	8	4
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	11		PATRICK, DEVAL	R	DEM	11	5008	1860	0.37	1	8	1	170	0	0	0	1690	1	8	1
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	12		SANDERS, BERNIE	R	DEM	12	5008	1860	0.37	1	8	752	170	0	0	109	1690	1	8	643
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	13		ELLINGER, MICHAEL	R	DEM	13	5008	1860	0.37	1	8	0	170	0	0	0	1690	1	8	0
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	14		BENNET, MICHAEL	R	DEM	14	5008	1860	0.37	1	8	2	170	0	0	0	1690	1	8	2
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	15		HEWES, HENRY	R	DEM	15	5008	1860	0.37	1	8	0	170	0	0	0	1690	1	8	0
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	16		BOOKER, CORY	R	DEM	16	5008	1860	0.37	1	8	1	170	0	0	0	1690	1	8	1
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	17		WARREN, ELIZABETH	R	DEM	17	5008	1860	0.37	1	8	74	170	0	0	0	1690	1	8	74
1		Democratic Presidential Preference		1	Candidacy	1	3		7301	4	0	5008	1860	0.37	18		BIDEN, JOSEPH	R	DEM	18	5008	1860	0.37	1	8	722	170	0	0	60	1690	1	8	662
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	1		KLOBUCHAR, AMY	R	DEM	1	1574	562	0.36	2	1	4	174	0	0	1	388	2	1	3
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	2		GABBARD, TULSI	R	DEM	2	1574	562	0.36	2	1	4	174	0	0	2	388	2	1	2
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	3		DE LA FUENTE, ROQUE "ROCKY"	R	DEM	3	1574	562	0.36	2	1	2	174	0	0	0	388	2	1	2
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	4		CASTRO, JULIÁN	R	DEM	4	1574	562	0.36	2	1	0	174	0	0	0	388	2	1	0
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	5		DELANEY, JOHN	R	DEM	5	1574	562	0.36	2	1	0	174	0	0	0	388	2	1	0
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	6		BUTTIGIEG, PETE	R	DEM	6	1574	562	0.36	2	1	13	174	0	0	0	388	2	1	13
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	7		BLOOMBERG, MICHAEL R.	R	DEM	7	1574	562	0.36	2	1	49	174	0	0	0	388	2	1	49
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	8		WILLIAMSON, MARIANNE	R	DEM	8	1574	562	0.36	2	1	1	174	0	0	0	388	2	1	1
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	9		YANG, ANDREW	R	DEM	9	1574	562	0.36	2	1	1	174	0	0	0	388	2	1	1
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	10		STEYER, TOM	R	DEM	10	1574	562	0.36	2	1	4	174	0	0	0	388	2	1	4
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	11		PATRICK, DEVAL	R	DEM	11	1574	562	0.36	2	1	0	174	0	0	0	388	2	1	0
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	12		SANDERS, BERNIE	R	DEM	12	1574	562	0.36	2	1	273	174	0	0	94	388	2	1	179
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	13		ELLINGER, MICHAEL	R	DEM	13	1574	562	0.36	2	1	1	174	0	0	0	388	2	1	1
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	14		BENNET, MICHAEL	R	DEM	14	1574	562	0.36	2	1	0	174	0	0	0	388	2	1	0
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	15		HEWES, HENRY	R	DEM	15	1574	562	0.36	2	1	0	174	0	0	0	388	2	1	0
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	16		BOOKER, CORY	R	DEM	16	1574	562	0.36	2	1	1	174	0	0	0	388	2	1	1
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	17		WARREN, ELIZABETH	R	DEM	17	1574	562	0.36	2	1	16	174	0	0	0	388	2	1	16
1		Democratic Presidential Preference		1	Candidacy	1	4		7302	5	0	1574	562	0.36	18		BIDEN, JOSEPH	R	DEM	18	1574	562	0.36	2	1	190	174	0	0	77	388	2	1	113
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	1		KLOBUCHAR, AMY	R	DEM	1	6637	2162	0.33	9	2	15	300	0	0	0	1862	9	2	15
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	2		GABBARD, TULSI	R	DEM	2	6637	2162	0.33	9	2	10	300	0	0	1	1862	9	2	9
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	3		DE LA FUENTE, ROQUE "ROCKY"	R	DEM	3	6637	2162	0.33	9	2	7	300	0	0	0	1862	9	2	7
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	4		CASTRO, JULIÁN	R	DEM	4	6637	2162	0.33	9	2	10	300	0	0	0	1862	9	2	10
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	5		DELANEY, JOHN	R	DEM	5	6637	2162	0.33	9	2	3	300	0	0	0	1862	9	2	3
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	6		BUTTIGIEG, PETE	R	DEM	6	6637	2162	0.33	9	2	33	300	0	0	0	1862	9	2	33
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	7		BLOOMBERG, MICHAEL R.	R	DEM	7	6637	2162	0.33	9	2	208	300	0	0	1	1862	9	2	207
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	8		WILLIAMSON, MARIANNE	R	DEM	8	6637	2162	0.33	9	2	0	300	0	0	0	1862	9	2	0
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	9		YANG, ANDREW	R	DEM	9	6637	2162	0.33	9	2	10	300	0	0	0	1862	9	2	10
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	10		STEYER, TOM	R	DEM	10	6637	2162	0.33	9	2	1	300	0	0	0	1862	9	2	1
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	11		PATRICK, DEVAL	R	DEM	11	6637	2162	0.33	9	2	1	300	0	0	1	1862	9	2	0
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	12		SANDERS, BERNIE	R	DEM	12	6637	2162	0.33	9	2	977	300	0	0	157	1862	9	2	820
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	13		ELLINGER, MICHAEL	R	DEM	13	6637	2162	0.33	9	2	1	300	0	0	0	1862	9	2	1
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	14		BENNET, MICHAEL	R	DEM	14	6637	2162	0.33	9	2	2	300	0	0	0	1862	9	2	2
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	15		HEWES, HENRY	R	DEM	15	6637	2162	0.33	9	2	0	300	0	0	0	1862	9	2	0
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	16		BOOKER, CORY	R	DEM	16	6637	2162	0.33	9	2	1	300	0	0	0	1862	9	2	1
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	17		WARREN, ELIZABETH	R	DEM	17	6637	2162	0.33	9	2	85	300	0	0	1	1862	9	2	84
1		Democratic Presidential Preference		1	Candidacy	1	5		7303	6	0	6637	2162	0.33	18		BIDEN, JOSEPH	R	DEM	18	6637	2162	0.33	9	2	787	300	0	0	139	1862	9	2	648
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	1		KLOBUCHAR, AMY	R	DEM	1	4195	1654	0.39	3	1	9	153	0	0	0	1501	3	1	9
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	2		GABBARD, TULSI	R	DEM	2	4195	1654	0.39	3	1	12	153	0	0	1	1501	3	1	11
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	3		DE LA FUENTE, ROQUE "ROCKY"	R	DEM	3	4195	1654	0.39	3	1	0	153	0	0	0	1501	3	1	0
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	4		CASTRO, JULIÁN	R	DEM	4	4195	1654	0.39	3	1	2	153	0	0	0	1501	3	1	2
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	5		DELANEY, JOHN	R	DEM	5	4195	1654	0.39	3	1	0	153	0	0	0	1501	3	1	0
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	6		BUTTIGIEG, PETE	R	DEM	6	4195	1654	0.39	3	1	36	153	0	0	0	1501	3	1	36
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	7		BLOOMBERG, MICHAEL R.	R	DEM	7	4195	1654	0.39	3	1	119	153	0	0	1	1501	3	1	118
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	8		WILLIAMSON, MARIANNE	R	DEM	8	4195	1654	0.39	3	1	0	153	0	0	0	1501	3	1	0
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	9		YANG, ANDREW	R	DEM	9	4195	1654	0.39	3	1	7	153	0	0	1	1501	3	1	6
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	10		STEYER, TOM	R	DEM	10	4195	1654	0.39	3	1	2	153	0	0	0	1501	3	1	2
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	11		PATRICK, DEVAL	R	DEM	11	4195	1654	0.39	3	1	0	153	0	0	0	1501	3	1	0
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	12		SANDERS, BERNIE	R	DEM	12	4195	1654	0.39	3	1	690	153	0	0	90	1501	3	1	600
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	13		ELLINGER, MICHAEL	R	DEM	13	4195	1654	0.39	3	1	0	153	0	0	0	1501	3	1	0
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	14		BENNET, MICHAEL	R	DEM	14	4195	1654	0.39	3	1	0	153	0	0	0	1501	3	1	0
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	15		HEWES, HENRY	R	DEM	15	4195	1654	0.39	3	1	3	153	0	0	0	1501	3	1	3
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	16		BOOKER, CORY	R	DEM	16	4195	1654	0.39	3	1	1	153	0	0	0	1501	3	1	1
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	17		WARREN, ELIZABETH	R	DEM	17	4195	1654	0.39	3	1	70	153	0	0	0	1501	3	1	70
1		Democratic Presidential Preference		1	Candidacy	1	6		7304	7	0	4195	1654	0.39	18		BIDEN, JOSEPH	R	DEM	18	4195	1654	0.39	3	1	699	153	0	0	60	1501	3	1	639
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	1		KLOBUCHAR, AMY	R	DEM	1	3293	1846	0.56	0	3	50	179	0	0	0	1667	0	3	50
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	2		GABBARD, TULSI	R	DEM	2	3293	1846	0.56	0	3	4	179	0	0	0	1667	0	3	4
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	3		DE LA FUENTE, ROQUE "ROCKY"	R	DEM	3	3293	1846	0.56	0	3	0	179	0	0	0	1667	0	3	0
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	4		CASTRO, JULIÁN	R	DEM	4	3293	1846	0.56	0	3	3	179	0	0	0	1667	0	3	3
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	5		DELANEY, JOHN	R	DEM	5	3293	1846	0.56	0	3	2	179	0	0	0	1667	0	3	2
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	6		BUTTIGIEG, PETE	R	DEM	6	3293	1846	0.56	0	3	78	179	0	0	1	1667	0	3	77
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	7		BLOOMBERG, MICHAEL R.	R	DEM	7	3293	1846	0.56	0	3	185	179	0	0	0	1667	0	3	185
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	8		WILLIAMSON, MARIANNE	R	DEM	8	3293	1846	0.56	0	3	2	179	0	0	1	1667	0	3	1
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	9		YANG, ANDREW	R	DEM	9	3293	1846	0.56	0	3	7	179	0	0	2	1667	0	3	5
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	10		STEYER, TOM	R	DEM	10	3293	1846	0.56	0	3	5	179	0	0	0	1667	0	3	5
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	11		PATRICK, DEVAL	R	DEM	11	3293	1846	0.56	0	3	0	179	0	0	0	1667	0	3	0
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	12		SANDERS, BERNIE	R	DEM	12	3293	1846	0.56	0	3	496	179	0	0	73	1667	0	3	423
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	13		ELLINGER, MICHAEL	R	DEM	13	3293	1846	0.56	0	3	0	179	0	0	0	1667	0	3	0
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	14		BENNET, MICHAEL	R	DEM	14	3293	1846	0.56	0	3	0	179	0	0	0	1667	0	3	0
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	15		HEWES, HENRY	R	DEM	15	3293	1846	0.56	0	3	1	179	0	0	0	1667	0	3	1
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	16		BOOKER, CORY	R	DEM	16	3293	1846	0.56	0	3	3	179	0	0	0	1667	0	3	3
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	17		WARREN, ELIZABETH	R	DEM	17	3293	1846	0.56	0	3	109	179	0	0	2	1667	0	3	107
1		Democratic Presidential Preference		1	Candidacy	1	7		7305	8	0	3293	1846	0.56	18		BIDEN, JOSEPH	R	DEM	18	3293	1846	0.56	0	3	898	179	0	0	100	1667	0	3	798
1		Democratic Presidential Preference		1	Candidacy	1	8		7306	9	0	4182	1637	0.39	1		KLOBUCHAR, AMY	R	DEM	1	4182	1637	0.39	7	3	15	163	0	0	0	1474	7	3	15
1		Democratic Presidential Preference		1	Candidacy	1	8		7306	9	0	4182	1637	0.39	2		GABBARD, TULSI	R	DEM	2	4182	1637	0.39	7	3	10	163	0	0	0	1474	7	3	10
1		Democratic Presidential Preference		1	Candidacy	1	8		7306	9	0	4182	1637	0.39	3		DE LA FUENTE, ROQUE "ROCKY"	R	DEM	3	4182	1637	0.39	7	3	2	163	0	0	0	1474	7	3	2
1		Democratic Presidential Preference		1	Candidacy	1	8		7306	9	0	4182	1637	0.39	4		CASTRO, JULIÁN	R	DEM	4	4182	1637	0.39	7	3	2	163	0	0	0	1474	7	3	2
1		Democratic Presidential Preference		1	Candidacy	1	8		7306	9	0	4182	1637	0.39	5		DELANEY, JOHN	R	DEM	5	4182	1637	0.39	7	3	1	163	0	0	0	1474	7	3	1
1		Democratic Presidential Preference		1	Candidacy	1	8		7306	9	0	4182	1637	0.39	6		BUTTIGIEG, PETE	R	DEM	6	4182	1637	0.39	7	3	57	163	0	0	1	1474	7	3	56
1		Democratic Presidential Preference		1	Candidacy	1	8		7306	9	0	4182	1637	0.39	7		BLOOMBERG, MICHAEL R.	R	DEM	7	4182	1637	0.39	7	3	175	163	0	0	1	1474	7	3	174
1		Democratic Presidential Preference		1	Candidacy	1	8		7306	9	0	4182	1637	0.39	8		WILLIAMSON, MARIANNE	R	DEM	8	4182	1637	0.39	7	3	0	163	0	0	0	1474	7	3	0
1		Democratic Presidential Preference		1	Candidacy	1	8		7306	9	0	4182	1637	0.39	9		YANG, ANDREW	R	DEM	9	4182	1637	0.39	7	3	5	163	0	0	0	1474	7	3	5
1		Democratic Presidential Preference		1	Candidacy	1	8		7306	9	0	4182	1637	0.39	10		STEYER, TOM	R	DEM	10	4182	1637	0.39	7	3	7	163	0	0	0	1474	7	3	7
1		Democratic Presidential Preference		1	Candidacy	1	8		7306	9	0	4182	1637	0.39	11		PATRICK, DEVAL	R	DEM	11	4182	1637	0.39	7	3	4	163	0	0	0	1474	7	3	4
