ElectionDate	PartyCode	PartyName	RaceCode	RaceName	CountyCode	CountyName	Juris1num	Juris2num	Precincts	PrecinctsReporting	CanNameLast	CanNameFirst	CanNameMiddle	CanVotes
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 20	BRO	Broward	020	 	150	150	DeGrammont	Vic		2856
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 20	PAL	Palm Beach	020	 	148	148	DeGrammont	Vic		2119
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 20	BRO	Broward	020	 	150	150	Musselwhite	Greg		2923
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 20	PAL	Palm Beach	020	 	148	148	Musselwhite	Greg		2471
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 20	BRO	Broward	020	 	150	150	Cherfilus-McCormick	Sheila		20418
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 20	PAL	Palm Beach	020	 	148	148	Cherfilus-McCormick	Sheila		7413
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 20	BRO	Broward	020	 	150	150	Hastings	Alcee	L.	48401
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 20	PAL	Palm Beach	020	 	148	148	Hastings	Alcee	L.	14358
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 21	PAL	Palm Beach	021	 	411	411	Acosta	Christian		8724
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 21	PAL	Palm Beach	021	 	411	411	Felton	Elizabeth		2421
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 21	PAL	Palm Beach	021	 	411	411	Loomer	Laura		14526
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 21	PAL	Palm Beach	021	 	411	411	Scanlan	Aaron		3221
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 21	PAL	Palm Beach	021	 	411	411	Sherrill	Reba		1070
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 21	PAL	Palm Beach	021	 	411	411	Vilardi	Michael		4194
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 21	PAL	Palm Beach	021	 	411	411	Frankel	Lois		75504
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 21	PAL	Palm Beach	021	 	411	411	Weiss	Guido		12308
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 22	BRO	Broward	022	 	212	212	Flynn	Fran		6843
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 22	PAL	Palm Beach	022	 	59	59	Flynn	Fran		1824
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 22	BRO	Broward	022	 	212	212	Melton	Jessica	"Jessi"	7261
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 22	PAL	Palm Beach	022	 	59	59	Melton	Jessica	"Jessi"	2708
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 22	BRO	Broward	022	 	212	212	Pruden	James	"Jim"	8871
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 22	PAL	Palm Beach	022	 	59	59	Pruden	James	"Jim"	2969
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 22	BRO	Broward	022	 	212	212	Swaffar	Darlene		2084
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 22	PAL	Palm Beach	022	 	59	59	Swaffar	Darlene		679
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 23	BRO	Broward	023	 	211	211	Kroske	Michael		10927
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 23	DAD	Miami-Dade	023	 	22	22	Kroske	Michael		1189
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 23	BRO	Broward	023	 	211	211	Spalding	Carla		11624
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 23	DAD	Miami-Dade	023	 	22	22	Spalding	Carla		1127
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 23	BRO	Broward	023	 	211	211	Perelman	Jennifer	"Jen"	19920
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 23	DAD	Miami-Dade	023	 	22	22	Perelman	Jennifer	"Jen"	1711
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 23	BRO	Broward	023	 	211	211	Wasserman Schultz	Debbie		51989
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 23	DAD	Miami-Dade	023	 	22	22	Wasserman Schultz	Debbie		3740
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 24	BRO	Broward	024	 	33	33	De La Fuente	Ricardo		991
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 24	DAD	Miami-Dade	024	 	239	239	De La Fuente	Ricardo		5143
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 24	BRO	Broward	024	 	33	33	Lehtola	Sakinah	Lee	750
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 24	DAD	Miami-Dade	024	 	239	239	Lehtola	Sakinah	Lee	5517
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 24	BRO	Broward	024	 	33	33	Wilson	Frederica		6943
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 24	DAD	Miami-Dade	024	 	239	239	Wilson	Frederica		61562
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 26	DAD	Miami-Dade	026	 	215	215	Blanco	Omar		16583
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 26	MON	Monroe	026	 	33	33	Blanco	Omar		3138
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 26	DAD	Miami-Dade	026	 	215	215	Gimenez	Carlos		23896
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 26	MON	Monroe	026	 	33	33	Gimenez	Carlos		5584
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 27	DAD	Miami-Dade	027	 	248	248	Fiol	Juan		5018
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 27	DAD	Miami-Dade	027	 	248	248	Molina	Raymond		5497
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 27	DAD	Miami-Dade	027	 	248	248	Salazar	Maria	Elvira	39687
08/18/2020	REP	Republican Party	STA	State Attorney, 3rd Judicial Circuit	CLM	Columbia	003	 	22	22	Durrett	John	F.	7959
08/18/2020	REP	Republican Party	STA	State Attorney, 3rd Judicial Circuit	DIX	Dixie	003	 	10	10	Durrett	John	F.	2541
08/18/2020	REP	Republican Party	STA	State Attorney, 3rd Judicial Circuit	HAM	Hamilton	003	 	8	8	Durrett	John	F.	1781
08/18/2020	REP	Republican Party	STA	State Attorney, 3rd Judicial Circuit	LAF	Lafayette	003	 	5	5	Durrett	John	F.	1291
08/18/2020	REP	Republican Party	STA	State Attorney, 3rd Judicial Circuit	MAD	Madison	003	 	11	11	Durrett	John	F.	2033
08/18/2020	REP	Republican Party	STA	State Attorney, 3rd Judicial Circuit	SUW	Suwannee	003	 	16	16	Durrett	John	F.	5508
08/18/2020	REP	Republican Party	STA	State Attorney, 3rd Judicial Circuit	TAY	Taylor	003	 	14	14	Durrett	John	F.	3806
08/18/2020	REP	Republican Party	STA	State Attorney, 3rd Judicial Circuit	CLM	Columbia	003	 	22	22	Seifert	Tina		5343
08/18/2020	REP	Republican Party	STA	State Attorney, 3rd Judicial Circuit	DIX	Dixie	003	 	10	10	Seifert	Tina		1032
08/18/2020	REP	Republican Party	STA	State Attorney, 3rd Judicial Circuit	HAM	Hamilton	003	 	8	8	Seifert	Tina		1505
08/18/2020	REP	Republican Party	STA	State Attorney, 3rd Judicial Circuit	LAF	Lafayette	003	 	5	5	Seifert	Tina		1021
08/18/2020	REP	Republican Party	STA	State Attorney, 3rd Judicial Circuit	MAD	Madison	003	 	11	11	Seifert	Tina		1768
08/18/2020	REP	Republican Party	STA	State Attorney, 3rd Judicial Circuit	SUW	Suwannee	003	 	16	16	Seifert	Tina		4287
08/18/2020	REP	Republican Party	STA	State Attorney, 3rd Judicial Circuit	TAY	Taylor	003	 	14	14	Seifert	Tina		2217
08/18/2020	DEM	Democratic Party	STA	State Attorney, 9th Judicial Circuit	ORA	Orange	009	 	247	247	Barra	Deborah	Lynne	21794
08/18/2020	DEM	Democratic Party	STA	State Attorney, 9th Judicial Circuit	OSC	Osceola	009	 	95	95	Barra	Deborah	Lynne	6757
08/18/2020	DEM	Democratic Party	STA	State Attorney, 9th Judicial Circuit	ORA	Orange	009	 	247	247	Perry	Belvin		37050
08/18/2020	DEM	Democratic Party	STA	State Attorney, 9th Judicial Circuit	OSC	Osceola	009	 	95	95	Perry	Belvin		8682
08/18/2020	DEM	Democratic Party	STA	State Attorney, 9th Judicial Circuit	ORA	Orange	009	 	247	247	Williams	Ryan		6555
08/18/2020	DEM	Democratic Party	STA	State Attorney, 9th Judicial Circuit	OSC	Osceola	009	 	95	95	Williams	Ryan		2602
08/18/2020	DEM	Democratic Party	STA	State Attorney, 9th Judicial Circuit	ORA	Orange	009	 	247	247	Worrell	Monique		53078
08/18/2020	DEM	Democratic Party	STA	State Attorney, 9th Judicial Circuit	OSC	Osceola	009	 	95	95	Worrell	Monique		10785
08/18/2020	DEM	Democratic Party	STA	State Attorney, 11th Judicial Circuit	DAD	Miami-Dade	011	 	860	860	Fernandez Rundle	Katherine		242340
08/18/2020	DEM	Democratic Party	STA	State Attorney, 11th Judicial Circuit	DAD	Miami-Dade	011	 	860	860	Pearson	Melba	V.	153929
08/18/2020	REP	Republican Party	STA	State Attorney, 12th Judicial Circuit	DES	Desoto	012	 	15	15	Brodsky	Ed		1123
08/18/2020	REP	Republican Party	STA	State Attorney, 12th Judicial Circuit	MAN	Manatee	012	 	70	70	Brodsky	Ed		24184
08/18/2020	REP	Republican Party	STA	State Attorney, 12th Judicial Circuit	SAR	Sarasota	012	 	101	101	Brodsky	Ed		30909
08/18/2020	REP	Republican Party	STA	State Attorney, 12th Judicial Circuit	DES	Desoto	012	 	15	15	Chittaro	Lisa		590
08/18/2020	REP	Republican Party	STA	State Attorney, 12th Judicial Circuit	MAN	Manatee	012	 	70	70	Chittaro	Lisa		12475
08/18/2020	REP	Republican Party	STA	State Attorney, 12th Judicial Circuit	SAR	Sarasota	012	 	101	101	Chittaro	Lisa		15086
08/18/2020	REP	Republican Party	STA	State Attorney, 14th Judicial Circuit	BAY	Bay	014	 	44	44	Basford	Larry		25774
08/18/2020	REP	Republican Party	STA	State Attorney, 14th Judicial Circuit	CAL	Calhoun	014	 	11	11	Basford	Larry		2036
08/18/2020	REP	Republican Party	STA	State Attorney, 14th Judicial Circuit	GUL	Gulf	014	 	10	10	Basford	Larry		3065
08/18/2020	REP	Republican Party	STA	State Attorney, 14th Judicial Circuit	HOL	Holmes	014	 	8	8	Basford	Larry		3429
08/18/2020	REP	Republican Party	STA	State Attorney, 14th Judicial Circuit	JAC	Jackson	014	 	14	14	Basford	Larry		8681
08/18/2020	REP	Republican Party	STA	State Attorney, 14th Judicial Circuit	WAS	Washington	014	 	12	12	Basford	Larry		4075
08/18/2020	REP	Republican Party	STA	State Attorney, 14th Judicial Circuit	BAY	Bay	014	 	44	44	Hatcher	Wes		7415
08/18/2020	REP	Republican Party	STA	State Attorney, 14th Judicial Circuit	CAL	Calhoun	014	 	11	11	Hatcher	Wes		686
08/18/2020	REP	Republican Party	STA	State Attorney, 14th Judicial Circuit	GUL	Gulf	014	 	10	10	Hatcher	Wes		898
08/18/2020	REP	Republican Party	STA	State Attorney, 14th Judicial Circuit	HOL	Holmes	014	 	8	8	Hatcher	Wes		1768
08/18/2020	REP	Republican Party	STA	State Attorney, 14th Judicial Circuit	JAC	Jackson	014	 	14	14	Hatcher	Wes		3025
08/18/2020	REP	Republican Party	STA	State Attorney, 14th Judicial Circuit	WAS	Washington	014	 	12	12	Hatcher	Wes		1447
08/18/2020	REP	Republican Party	STA	State Attorney, 16th Judicial Circuit	MON	Monroe	016	 	33	33	Kohl	Mark	E.	2948
08/18/2020	REP	Republican Party	STA	State Attorney, 16th Judicial Circuit	MON	Monroe	016	 	33	33	Ward	Dennis	W.	6020
08/18/2020	DEM	Democratic Party	STA	State Attorney, 17th Judicial Circuit	BRO	Broward	017	 	577	577	Cannady	David		13404
08/18/2020	DEM	Democratic Party	STA	State Attorney, 17th Judicial Circuit	BRO	Broward	017	 	577	577	Fanning-Williams	Teresa		28463
08/18/2020	DEM	Democratic Party	STA	State Attorney, 17th Judicial Circuit	BRO	Broward	017	 	577	577	Kimok	Joe		41153
08/18/2020	DEM	Democratic Party	STA	State Attorney, 17th Judicial Circuit	BRO	Broward	017	 	577	577	Lewis	James	"Jimmy" Stewart	9885
08/18/2020	DEM	Democratic Party	STA	State Attorney, 17th Judicial Circuit	BRO	Broward	017	 	577	577	McCormack	Justin		8602
08/18/2020	DEM	Democratic Party	STA	State Attorney, 17th Judicial Circuit	BRO	Broward	017	 	577	577	Murphy	Sarahnell		35695
08/18/2020	DEM	Democratic Party	STA	State Attorney, 17th Judicial Circuit	BRO	Broward	017	 	577	577	Pryor	Harold	Fernandez	43730
08/18/2020	DEM	Democratic Party	STA	State Attorney, 17th Judicial Circuit	BRO	Broward	017	 	577	577	Rydell	Joshua	David	25401
08/18/2020	DEM	Democratic Party	PUB	Public Defender, 2nd Judicial Circuit	FRA	Franklin	002	 	8	8	Thomas	Andy		1063
08/18/2020	DEM	Democratic Party	PUB	Public Defender, 2nd Judicial Circuit	GAD	Gadsden	002	 	25	25	Thomas	Andy		4509
08/18/2020	DEM	Democratic Party	PUB	Public Defender, 2nd Judicial Circuit	JEF	Jefferson	002	 	16	16	Thomas	Andy		1346
08/18/2020	DEM	Democratic Party	PUB	Public Defender, 2nd Judicial Circuit	LEO	Leon	002	 	156	156	Thomas	Andy		24718
08/18/2020	DEM	Democratic Party	PUB	Public Defender, 2nd Judicial Circuit	LIB	Liberty	002	 	8	8	Thomas	Andy		913
08/18/2020	DEM	Democratic Party	PUB	Public Defender, 2nd Judicial Circuit	WAK	Wakulla	002	 	12	12	Thomas	Andy		3274
08/18/2020	DEM	Democratic Party	PUB	Public Defender, 2nd Judicial Circuit	FRA	Franklin	002	 	8	8	Yeary	Jessica		1647
08/18/2020	DEM	Democratic Party	PUB	Public Defender, 2nd Judicial Circuit	GAD	Gadsden	002	 	25	25	Yeary	Jessica		8375
08/18/2020	DEM	Democratic Party	PUB	Public Defender, 2nd Judicial Circuit	JEF	Jefferson	002	 	16	16	Yeary	Jessica		2570
08/18/2020	DEM	Democratic Party	PUB	Public Defender, 2nd Judicial Circuit	LEO	Leon	002	 	156	156	Yeary	Jessica		46129
08/18/2020	DEM	Democratic Party	PUB	Public Defender, 2nd Judicial Circuit	LIB	Liberty	002	 	8	8	Yeary	Jessica		971
08/18/2020	DEM	Democratic Party	PUB	Public Defender, 2nd Judicial Circuit	WAK	Wakulla	002	 	12	12	Yeary	Jessica		4732
08/18/2020	REP	Republican Party	PUB	Public Defender, 7th Judicial Circuit	FLA	Flagler	007	 	25	25	Burden	George		6767
08/18/2020	REP	Republican Party	PUB	Public Defender, 7th Judicial Circuit	PUT	Putnam	007	 	35	35	Burden	George		3826
08/18/2020	REP	Republican Party	PUB	Public Defender, 7th Judicial Circuit	STJ	St. Johns	007	 	48	48	Burden	George		14199
08/18/2020	REP	Republican Party	PUB	Public Defender, 7th Judicial Circuit	VOL	Volusia	007	 	125	125	Burden	George		29532
08/18/2020	REP	Republican Party	PUB	Public Defender, 7th Judicial Circuit	FLA	Flagler	007	 	25	25	Gennusa	Anne Marie		8056
08/18/2020	REP	Republican Party	PUB	Public Defender, 7th Judicial Circuit	PUT	Putnam	007	 	35	35	Gennusa	Anne Marie		3956
08/18/2020	REP	Republican Party	PUB	Public Defender, 7th Judicial Circuit	STJ	St. Johns	007	 	48	48	Gennusa	Anne Marie		23004
08/18/2020	REP	Republican Party	PUB	Public Defender, 7th Judicial Circuit	VOL	Volusia	007	 	125	125	Gennusa	Anne Marie		25834
08/18/2020	REP	Republican Party	PUB	Public Defender, 7th Judicial Circuit	FLA	Flagler	007	 	25	25	Metz	Matt		8409
08/18/2020	REP	Republican Party	PUB	Public Defender, 7th Judicial Circuit	PUT	Putnam	007	 	35	35	Metz	Matt		5267
08/18/2020	REP	Republican Party	PUB	Public Defender, 7th Judicial Circuit	STJ	St. Johns	007	 	48	48	Metz	Matt		15922
08/18/2020	REP	Republican Party	PUB	Public Defender, 7th Judicial Circuit	VOL	Volusia	007	 	125	125	Metz	Matt		42269
08/18/2020	DEM	Democratic Party	PUB	Public Defender, 17th Judicial Circuit	BRO	Broward	017	 	577	577	Green	Ruby	Lenora	65894
08/18/2020	DEM	Democratic Party	PUB	Public Defender, 17th Judicial Circuit	BRO	Broward	017	 	577	577	Lynch	Tom		41009
08/18/2020	DEM	Democratic Party	PUB	Public Defender, 17th Judicial Circuit	BRO	Broward	017	 	577	577	Weekes	Gordon		98497
08/18/2020	REP	Republican Party	STS	State Senator, District 3	CAL	Calhoun	003	 	11	11	Horbowy	Benjamin Alexander	Thaddeus John	355
08/18/2020	REP	Republican Party	STS	State Senator, District 3	FRA	Franklin	003	 	8	8	Horbowy	Benjamin Alexander	Thaddeus John	337
08/18/2020	REP	Republican Party	STS	State Senator, District 3	GAD	Gadsden	003	 	25	25	Horbowy	Benjamin Alexander	Thaddeus John	329
08/18/2020	REP	Republican Party	STS	State Senator, District 3	GUL	Gulf	003	 	10	10	Horbowy	Benjamin Alexander	Thaddeus John	657
08/18/2020	REP	Republican Party	STS	State Senator, District 3	HAM	Hamilton	003	 	8	8	Horbowy	Benjamin Alexander	Thaddeus John	403
08/18/2020	REP	Republican Party	STS	State Senator, District 3	JEF	Jefferson	003	 	16	16	Horbowy	Benjamin Alexander	Thaddeus John	308
08/18/2020	REP	Republican Party	STS	State Senator, District 3	LEO	Leon	003	 	156	156	Horbowy	Benjamin Alexander	Thaddeus John	3545
08/18/2020	REP	Republican Party	STS	State Senator, District 3	LIB	Liberty	003	 	8	8	Horbowy	Benjamin Alexander	Thaddeus John	209
08/18/2020	REP	Republican Party	STS	State Senator, District 3	MAD	Madison	003	 	11	11	Horbowy	Benjamin Alexander	Thaddeus John	398
08/18/2020	REP	Republican Party	STS	State Senator, District 3	TAY	Taylor	003	 	14	14	Horbowy	Benjamin Alexander	Thaddeus John	1217
08/18/2020	REP	Republican Party	STS	State Senator, District 3	WAK	Wakulla	003	 	12	12	Horbowy	Benjamin Alexander	Thaddeus John	797
08/18/2020	REP	Republican Party	STS	State Senator, District 3	CAL	Calhoun	003	 	11	11	Preston	Marva	Harris	814
08/18/2020	REP	Republican Party	STS	State Senator, District 3	FRA	Franklin	003	 	8	8	Preston	Marva	Harris	988
08/18/2020	REP	Republican Party	STS	State Senator, District 3	GAD	Gadsden	003	 	25	25	Preston	Marva	Harris	1343
08/18/2020	REP	Republican Party	STS	State Senator, District 3	GUL	Gulf	003	 	10	10	Preston	Marva	Harris	1975
08/18/2020	REP	Republican Party	STS	State Senator, District 3	HAM	Hamilton	003	 	8	8	Preston	Marva	Harris	1053
08/18/2020	REP	Republican Party	STS	State Senator, District 3	JEF	Jefferson	003	 	16	16	Preston	Marva	Harris	1273
08/18/2020	REP	Republican Party	STS	State Senator, District 3	LEO	Leon	003	 	156	156	Preston	Marva	Harris	16096
08/18/2020	REP	Republican Party	STS	State Senator, District 3	LIB	Liberty	003	 	8	8	Preston	Marva	Harris	598
08/18/2020	REP	Republican Party	STS	State Senator, District 3	MAD	Madison	003	 	11	11	Preston	Marva	Harris	1191
08/18/2020	REP	Republican Party	STS	State Senator, District 3	TAY	Taylor	003	 	14	14	Preston	Marva	Harris	2432
08/18/2020	REP	Republican Party	STS	State Senator, District 3	WAK	Wakulla	003	 	12	12	Preston	Marva	Harris	3920
08/18/2020	REP	Republican Party	STS	State Senator, District 5	BAK	Baker	005	 	9	9	Bradley	Jennifer		2534
08/18/2020	REP	Republican Party	STS	State Senator, District 5	BRA	Bradford	005	 	14	14	Bradley	Jennifer		2508
08/18/2020	REP	Republican Party	STS	State Senator, District 5	CLA	Clay	005	 	47	47	Bradley	Jennifer		24850
08/18/2020	REP	Republican Party	STS	State Senator, District 5	CLM	Columbia	005	 	22	22	Bradley	Jennifer		5257
08/18/2020	REP	Republican Party	STS	State Senator, District 5	DIX	Dixie	005	 	10	10	Bradley	Jennifer		705
08/18/2020	REP	Republican Party	STS	State Senator, District 5	GIL	Gilchrist	005	 	10	10	Bradley	Jennifer		1774
08/18/2020	REP	Republican Party	STS	State Senator, District 5	LAF	Lafayette	005	 	5	5	Bradley	Jennifer		684
08/18/2020	REP	Republican Party	STS	State Senator, District 5	LEV	Levy	005	 	13	13	Bradley	Jennifer		3154
08/18/2020	REP	Republican Party	STS	State Senator, District 5	MRN	Marion	005	 	7	7	Bradley	Jennifer		1369
08/18/2020	REP	Republican Party	STS	State Senator, District 5	SUW	Suwannee	005	 	16	16	Bradley	Jennifer		3463
08/18/2020	REP	Republican Party	STS	State Senator, District 5	UNI	Union	005	 	8	8	Bradley	Jennifer		1097
08/18/2020	REP	Republican Party	STS	State Senator, District 5	BAK	Baker	005	 	9	9	Holifield	Jason	G.	2249
08/18/2020	REP	Republican Party	STS	State Senator, District 5	BRA	Bradford	005	 	14	14	Holifield	Jason	G.	2105
08/18/2020	REP	Republican Party	STS	State Senator, District 5	CLA	Clay	005	 	47	47	Holifield	Jason	G.	13067
08/18/2020	REP	Republican Party	STS	State Senator, District 5	CLM	Columbia	005	 	22	22	Holifield	Jason	G.	2836
08/18/2020	REP	Republican Party	STS	State Senator, District 5	DIX	Dixie	005	 	10	10	Holifield	Jason	G.	1724
08/18/2020	REP	Republican Party	STS	State Senator, District 5	GIL	Gilchrist	005	 	10	10	Holifield	Jason	G.	1630
08/18/2020	REP	Republican Party	STS	State Senator, District 5	LAF	Lafayette	005	 	5	5	Holifield	Jason	G.	1179
08/18/2020	REP	Republican Party	STS	State Senator, District 5	LEV	Levy	005	 	13	13	Holifield	Jason	G.	3140
08/18/2020	REP	Republican Party	STS	State Senator, District 5	MRN	Marion	005	 	7	7	Holifield	Jason	G.	940
08/18/2020	REP	Republican Party	STS	State Senator, District 5	SUW	Suwannee	005	 	16	16	Holifield	Jason	G.	2953
08/18/2020	REP	Republican Party	STS	State Senator, District 5	UNI	Union	005	 	8	8	Holifield	Jason	G.	1121
08/18/2020	DEM	Democratic Party	STS	State Senator, District 9	SEM	Seminole	009	 	90	90	Ashby	Rick		4313
08/18/2020	DEM	Democratic Party	STS	State Senator, District 9	VOL	Volusia	009	 	11	11	Ashby	Rick		555
08/18/2020	DEM	Democratic Party	STS	State Senator, District 9	SEM	Seminole	009	 	90	90	Carter	Alexis		5789
08/18/2020	DEM	Democratic Party	STS	State Senator, District 9	VOL	Volusia	009	 	11	11	Carter	Alexis		501
08/18/2020	DEM	Democratic Party	STS	State Senator, District 9	SEM	Seminole	009	 	90	90	Duncan	H.	Alexander	2159
08/18/2020	DEM	Democratic Party	STS	State Senator, District 9	VOL	Volusia	009	 	11	11	Duncan	H.	Alexander	155
08/18/2020	DEM	Democratic Party	STS	State Senator, District 9	SEM	Seminole	009	 	90	90	Remy	Guerdy		4315
08/18/2020	DEM	Democratic Party	STS	State Senator, District 9	VOL	Volusia	009	 	11	11	Remy	Guerdy		209
08/18/2020	DEM	Democratic Party	STS	State Senator, District 9	SEM	Seminole	009	 	90	90	Sigman	Patricia		16447
08/18/2020	DEM	Democratic Party	STS	State Senator, District 9	VOL	Volusia	009	 	11	11	Sigman	Patricia		1744
08/18/2020	REP	Republican Party	STS	State Senator, District 21	HIL	Hillsborough	021	 	56	56	Boyd	Jim		16533
08/18/2020	REP	Republican Party	STS	State Senator, District 21	MAN	Manatee	021	 	70	70	Boyd	Jim		33025
08/18/2020	REP	Republican Party	STS	State Senator, District 21	HIL	Hillsborough	021	 	56	56	Houman	John	Manners	1853
08/18/2020	REP	Republican Party	STS	State Senator, District 21	MAN	Manatee	021	 	70	70	Houman	John	Manners	3577
08/18/2020	DEM	Democratic Party	STS	State Senator, District 25	MRT	Martin	025	 	28	28	Balderramos Robinson	Corinna		7949
08/18/2020	DEM	Democratic Party	STS	State Senator, District 25	PAL	Palm Beach	025	 	40	40	Balderramos Robinson	Corinna		2155
08/18/2020	DEM	Democratic Party	STS	State Senator, District 25	STL	St. Lucie	025	 	64	64	Balderramos Robinson	Corinna		19057
08/18/2020	DEM	Democratic Party	STS	State Senator, District 25	MRT	Martin	025	 	28	28	Diaz	Reinaldo	Daniel	3255
08/18/2020	DEM	Democratic Party	STS	State Senator, District 25	PAL	Palm Beach	025	 	40	40	Diaz	Reinaldo	Daniel	905
08/18/2020	DEM	Democratic Party	STS	State Senator, District 25	STL	St. Lucie	025	 	64	64	Diaz	Reinaldo	Daniel	7130
08/18/2020	REP	Republican Party	STS	State Senator, District 27	LEE	Lee	027	 	103	103	Fitzenhagen	Heather		16118
08/18/2020	REP	Republican Party	STS	State Senator, District 27	LEE	Lee	027	 	103	103	Rodrigues	Ray		47958
08/18/2020	DEM	Democratic Party	STS	State Senator, District 29	BRO	Broward	029	 	42	42	Polsky	Tina		11193
08/18/2020	DEM	Democratic Party	STS	State Senator, District 29	PAL	Palm Beach	029	 	166	166	Polsky	Tina		28329
08/18/2020	DEM	Democratic Party	STS	State Senator, District 29	BRO	Broward	029	 	42	42	Slosberg	Irving	"Irv"	3445
08/18/2020	DEM	Democratic Party	STS	State Senator, District 29	PAL	Palm Beach	029	 	166	166	Slosberg	Irving	"Irv"	14031
08/18/2020	DEM	Democratic Party	STS	State Senator, District 33	BRO	Broward	033	 	165	165	Edden	Terry	Ann Williams	18855
08/18/2020	DEM	Democratic Party	STS	State Senator, District 33	BRO	Broward	033	 	165	165	Meza	Steven		10007
08/18/2020	DEM	Democratic Party	STS	State Senator, District 33	BRO	Broward	033	 	165	165	Pooler	Shelton	A.	5091
08/18/2020	DEM	Democratic Party	STS	State Senator, District 33	BRO	Broward	033	 	165	165	Thurston	Perry	E.	44999
08/18/2020	DEM	Democratic Party	STS	State Senator, District 35	BRO	Broward	035	 	58	58	Campbell	Daphne		4678
08/18/2020	DEM	Democratic Party	STS	State Senator, District 35	DAD	Miami-Dade	035	 	77	77	Campbell	Daphne		5236
08/18/2020	DEM	Democratic Party	STS	State Senator, District 35	BRO	Broward	035	 	58	58	Harbin	Wilbur		646
08/18/2020	DEM	Democratic Party	STS	State Senator, District 35	DAD	Miami-Dade	035	 	77	77	Harbin	Wilbur		564
08/18/2020	DEM	Democratic Party	STS	State Senator, District 35	BRO	Broward	035	 	58	58	Ighodaro	Erhabor		3400
08/18/2020	DEM	Democratic Party	STS	State Senator, District 35	DAD	Miami-Dade	035	 	77	77	Ighodaro	Erhabor		6019
08/18/2020	DEM	Democratic Party	STS	State Senator, District 35	BRO	Broward	035	 	58	58	Jones	Shevrin	"Shev"	14365
08/18/2020	DEM	Democratic Party	STS	State Senator, District 35	DAD	Miami-Dade	035	 	77	77	Jones	Shevrin	"Shev"	13186
08/18/2020	DEM	Democratic Party	STS	State Senator, District 35	BRO	Broward	035	 	58	58	Stafford	Cynthia	Ann	2655
08/18/2020	DEM	Democratic Party	STS	State Senator, District 35	DAD	Miami-Dade	035	 	77	77	Stafford	Cynthia	Ann	3442
08/18/2020	DEM	Democratic Party	STS	State Senator, District 35	BRO	Broward	035	 	58	58	Watson	Barbara		3772
08/18/2020	DEM	Democratic Party	STS	State Senator, District 35	DAD	Miami-Dade	035	 	77	77	Watson	Barbara		5695
08/18/2020	DEM	Democratic Party	STS	State Senator, District 39	DAD	Miami-Dade	039	 	160	160	Fernandez	Javier	E.	13698
08/18/2020	DEM	Democratic Party	STS	State Senator, District 39	MON	Monroe	039	 	33	33	Fernandez	Javier	E.	3893
08/18/2020	DEM	Democratic Party	STS	State Senator, District 39	DAD	Miami-Dade	039	 	160	160	Horton-Diaz	Daniel	"Dan"	7488
