ElectionDate	PartyCode	PartyName	RaceCode	RaceName	CountyCode	CountyName	Juris1num	Juris2num	Precincts	PrecinctsReporting	CanNameLast	CanNameFirst	CanNameMiddle	CanVotes
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 2nd Judicial Circuit, Group 4	GAD	Gadsden	002	004	25	25	Williams	Pete		2044
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 2nd Judicial Circuit, Group 4	JEF	Jefferson	002	004	16	16	Williams	Pete		815
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 2nd Judicial Circuit, Group 4	LEO	Leon	002	004	156	156	Williams	Pete		12527
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 2nd Judicial Circuit, Group 4	LIB	Liberty	002	004	8	8	Williams	Pete		537
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 2nd Judicial Circuit, Group 4	WAK	Wakulla	002	004	12	12	Williams	Pete		2171
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 2nd Judicial Circuit, Group 16	FRA	Franklin	002	016	8	8	Alvarez	Kevin		865
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 2nd Judicial Circuit, Group 16	GAD	Gadsden	002	016	25	25	Alvarez	Kevin		3875
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 2nd Judicial Circuit, Group 16	JEF	Jefferson	002	016	16	16	Alvarez	Kevin		1106
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 2nd Judicial Circuit, Group 16	LEO	Leon	002	016	156	156	Alvarez	Kevin		19874
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 2nd Judicial Circuit, Group 16	LIB	Liberty	002	016	8	8	Alvarez	Kevin		662
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 2nd Judicial Circuit, Group 16	WAK	Wakulla	002	016	12	12	Alvarez	Kevin		2718
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 2nd Judicial Circuit, Group 16	FRA	Franklin	002	016	8	8	Dempsey	Angela		2109
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 2nd Judicial Circuit, Group 16	GAD	Gadsden	002	016	25	25	Dempsey	Angela		9024
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 2nd Judicial Circuit, Group 16	JEF	Jefferson	002	016	16	16	Dempsey	Angela		2905
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 2nd Judicial Circuit, Group 16	LEO	Leon	002	016	156	156	Dempsey	Angela		51194
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 2nd Judicial Circuit, Group 16	LIB	Liberty	002	016	8	8	Dempsey	Angela		1310
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 2nd Judicial Circuit, Group 16	WAK	Wakulla	002	016	12	12	Dempsey	Angela		5783
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 5th Judicial Circuit, Group 22	CIT	Citrus	005	022	31	31	Angeliadis	George	G.	19184
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 5th Judicial Circuit, Group 22	HER	Hernando	005	022	32	32	Angeliadis	George	G.	18162
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 5th Judicial Circuit, Group 22	LAK	Lake	005	022	103	103	Angeliadis	George	G.	28253
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 5th Judicial Circuit, Group 22	MRN	Marion	005	022	122	122	Angeliadis	George	G.	31439
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 5th Judicial Circuit, Group 22	SUM	Sumter	005	022	26	26	Angeliadis	George	G.	19599
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 5th Judicial Circuit, Group 22	CIT	Citrus	005	022	31	31	Vergara	Pam		19673
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 5th Judicial Circuit, Group 22	HER	Hernando	005	022	32	32	Vergara	Pam		19727
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 5th Judicial Circuit, Group 22	LAK	Lake	005	022	103	103	Vergara	Pam		29511
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 5th Judicial Circuit, Group 22	MRN	Marion	005	022	122	122	Vergara	Pam		32852
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 5th Judicial Circuit, Group 22	SUM	Sumter	005	022	26	26	Vergara	Pam		21044
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 6th Judicial Circuit, Group 28	PAS	Pasco	006	028	111	111	Frayman	Evan		35809
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 6th Judicial Circuit, Group 28	PIN	Pinellas	006	028	301	301	Frayman	Evan		112093
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 6th Judicial Circuit, Group 28	PAS	Pasco	006	028	111	111	Vergos	Eva		40233
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 6th Judicial Circuit, Group 28	PIN	Pinellas	006	028	301	301	Vergos	Eva		92809
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 6th Judicial Circuit, Group 44	PAS	Pasco	006	044	111	111	Jack	Elizabeth	"Liz"	41084
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 6th Judicial Circuit, Group 44	PIN	Pinellas	006	044	301	301	Jack	Elizabeth	"Liz"	108971
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 6th Judicial Circuit, Group 44	PAS	Pasco	006	044	111	111	Ward-Singleton	Ashley		34573
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 6th Judicial Circuit, Group 44	PIN	Pinellas	006	044	301	301	Ward-Singleton	Ashley		96054
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 6	FLA	Flagler	007	006	25	25	Handy	Anna		11965
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 6	PUT	Putnam	007	006	35	35	Handy	Anna		6241
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 6	STJ	St. Johns	007	006	48	48	Handy	Anna		23534
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 6	VOL	Volusia	007	006	125	125	Handy	Anna		43385
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 6	FLA	Flagler	007	006	25	25	Orfinger	Mike		12009
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 6	PUT	Putnam	007	006	35	35	Orfinger	Mike		6843
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 6	STJ	St. Johns	007	006	48	48	Orfinger	Mike		30436
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 6	VOL	Volusia	007	006	125	125	Orfinger	Mike		56917
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 14	FLA	Flagler	007	014	25	25	Anthony	Joan		9035
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 14	PUT	Putnam	007	014	35	35	Anthony	Joan		3437
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 14	STJ	St. Johns	007	014	48	48	Anthony	Joan		15601
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 14	VOL	Volusia	007	014	125	125	Anthony	Joan		35959
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 14	FLA	Flagler	007	014	25	25	Hilbert	Dan		8267
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 14	PUT	Putnam	007	014	35	35	Hilbert	Dan		5977
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 14	STJ	St. Johns	007	014	48	48	Hilbert	Dan		24657
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 14	VOL	Volusia	007	014	125	125	Hilbert	Dan		31299
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 14	FLA	Flagler	007	014	25	25	Osterndorf	MaryEllen		6813
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 14	PUT	Putnam	007	014	35	35	Osterndorf	MaryEllen		3634
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 14	STJ	St. Johns	007	014	48	48	Osterndorf	MaryEllen		13540
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 14	VOL	Volusia	007	014	125	125	Osterndorf	MaryEllen		31997
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 27	FLA	Flagler	007	027	25	25	Rendzio	Bryan	Robert	10381
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 27	PUT	Putnam	007	027	35	35	Rendzio	Bryan	Robert	7034
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 27	STJ	St. Johns	007	027	48	48	Rendzio	Bryan	Robert	29976
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 27	VOL	Volusia	007	027	125	125	Rendzio	Bryan	Robert	42389
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 27	FLA	Flagler	007	027	25	25	Washington	Alicia		13353
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 27	PUT	Putnam	007	027	35	35	Washington	Alicia		6024
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 27	STJ	St. Johns	007	027	48	48	Washington	Alicia		23639
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 7th Judicial Circuit, Group 27	VOL	Volusia	007	027	125	125	Washington	Alicia		54998
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 9th Judicial Circuit, Group 1	ORA	Orange	009	001	247	247	Arnold	Rhiannon		88141
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 9th Judicial Circuit, Group 1	OSC	Osceola	009	001	95	95	Arnold	Rhiannon		24615
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 9th Judicial Circuit, Group 1	ORA	Orange	009	001	247	247	Nix	Mikaela		108122
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 9th Judicial Circuit, Group 1	OSC	Osceola	009	001	95	95	Nix	Mikaela		25477
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 9th Judicial Circuit, Group 21	ORA	Orange	009	021	247	247	Apte	Alan		99130
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 9th Judicial Circuit, Group 21	OSC	Osceola	009	021	95	95	Apte	Alan		21573
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 9th Judicial Circuit, Group 21	ORA	Orange	009	021	247	247	Collins	Christy	C.	97942
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 9th Judicial Circuit, Group 21	OSC	Osceola	009	021	95	95	Collins	Christy	C.	29204
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 9th Judicial Circuit, Group 34	ORA	Orange	009	034	247	247	Kraynick	Mike		116435
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 9th Judicial Circuit, Group 34	OSC	Osceola	009	034	95	95	Kraynick	Mike		29551
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 9th Judicial Circuit, Group 34	ORA	Orange	009	034	247	247	Singh	Amrita		80748
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 9th Judicial Circuit, Group 34	OSC	Osceola	009	034	95	95	Singh	Amrita		21081
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 9th Judicial Circuit, Group 39	ORA	Orange	009	039	247	247	Falcone	Vincent		121159
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 9th Judicial Circuit, Group 39	OSC	Osceola	009	039	95	95	Falcone	Vincent		30970
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 9th Judicial Circuit, Group 39	ORA	Orange	009	039	247	247	Van Valkenburgh	Mark		72997
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 9th Judicial Circuit, Group 39	OSC	Osceola	009	039	95	95	Van Valkenburgh	Mark		19180
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 11th Judicial Circuit, Group 55	DAD	Miami-Dade	011	055	860	860	Adebayo	Olanike	"Nike"	183249
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 11th Judicial Circuit, Group 55	DAD	Miami-Dade	011	055	860	860	Perkins	Joe		190367
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 11th Judicial Circuit, Group 57	DAD	Miami-Dade	011	057	860	860	Cabarga	Carmen		219664
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 11th Judicial Circuit, Group 57	DAD	Miami-Dade	011	057	860	860	Vereen	Roderick	"Rod"	153999
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 11th Judicial Circuit, Group 65	DAD	Miami-Dade	011	065	860	860	Martinez-Scanziani	Denise		193019
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 11th Judicial Circuit, Group 65	DAD	Miami-Dade	011	065	860	860	Rebull	Thomas	J.	183584
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 11th Judicial Circuit, Group 67	DAD	Miami-Dade	011	067	860	860	Hansen	Marcia	Giordano	167255
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 11th Judicial Circuit, Group 67	DAD	Miami-Dade	011	067	860	860	Ruiz	Mavel		204571
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 11th Judicial Circuit, Group 75	DAD	Miami-Dade	011	075	860	860	Aponte	Rosy	Anette	210165
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 11th Judicial Circuit, Group 75	DAD	Miami-Dade	011	075	860	860	Tunis	Dava	J.	160348
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 13th Judicial Circuit, Group 9	HIL	Hillsborough	013	009	390	390	Ayers	Kelly		108474
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 13th Judicial Circuit, Group 9	HIL	Hillsborough	013	009	390	390	Schifino	John		106967
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 13th Judicial Circuit, Group 19	HIL	Hillsborough	013	019	390	390	Ivanov	Ashley		79666
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 13th Judicial Circuit, Group 19	HIL	Hillsborough	013	019	390	390	Scionti	Michael	J.	134722
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 13th Judicial Circuit, Group 30	HIL	Hillsborough	013	030	390	390	Alvarez	Danny		97414
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 13th Judicial Circuit, Group 30	HIL	Hillsborough	013	030	390	390	Daniel	Helene		116790
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 13th Judicial Circuit, Group 31	HIL	Hillsborough	013	031	390	390	Bonavita	Scott		46520
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 13th Judicial Circuit, Group 31	HIL	Hillsborough	013	031	390	390	Dolgin	Gary		50992
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 13th Judicial Circuit, Group 31	HIL	Hillsborough	013	031	390	390	Green	Greg		113618
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 13th Judicial Circuit, Group 39	HIL	Hillsborough	013	039	390	390	DePaul	Wendy	Joy	109996
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 13th Judicial Circuit, Group 39	HIL	Hillsborough	013	039	390	390	Stephens	Steven	Scott	101287
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 15th Judicial Circuit, Group 16	PAL	Palm Beach	015	016	872	872	Gillen	Jeffrey		150716
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 15th Judicial Circuit, Group 16	PAL	Palm Beach	015	016	872	872	Johnson	Henry	Quinn	93150
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 15th Judicial Circuit, Group 30	PAL	Palm Beach	015	030	872	872	Goodman	Jaimie		89385
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 15th Judicial Circuit, Group 30	PAL	Palm Beach	015	030	872	872	Myron	Adam		77861
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 15th Judicial Circuit, Group 30	PAL	Palm Beach	015	030	872	872	Siperstein	Caryn		77434
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 17th Judicial Circuit, Group 16	BRO	Broward	017	016	577	577	Bailey	Dennis	Daniel	106389
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 17th Judicial Circuit, Group 16	BRO	Broward	017	016	577	577	Logan	Abbe	Sheila Rifkin	68280
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 17th Judicial Circuit, Group 16	BRO	Broward	017	016	577	577	Odom	George		117436
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 17th Judicial Circuit, Group 18	BRO	Broward	017	018	577	577	Englander Henning	Patti		191621
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 17th Judicial Circuit, Group 18	BRO	Broward	017	018	577	577	Padowitz	Kristin	Weisberg	98837
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 17th Judicial Circuit, Group 27	BRO	Broward	017	027	577	577	Chaiken-Weiss	Meredith		92216
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 17th Judicial Circuit, Group 27	BRO	Broward	017	027	577	577	Destry	Matthew	Isaac	44307
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 17th Judicial Circuit, Group 27	BRO	Broward	017	027	577	577	Ledee	Frank	David	152751
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 17th Judicial Circuit, Group 30	BRO	Broward	017	030	577	577	Cohen	Dale	C.	149145
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 17th Judicial Circuit, Group 30	BRO	Broward	017	030	577	577	Richards	Ian		142028
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 17th Judicial Circuit, Group 50	BRO	Broward	017	050	577	577	Alley	Linda	A.	159737
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 17th Judicial Circuit, Group 50	BRO	Broward	017	050	577	577	Hawkins	Vegina	"Gina"	126175
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 18th Judicial Circuit, Group 15	BRE	Brevard	018	015	171	171	Ballou	Tesha	Scolaro	68260
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 18th Judicial Circuit, Group 15	SEM	Seminole	018	015	90	90	Ballou	Tesha	Scolaro	51411
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 18th Judicial Circuit, Group 15	BRE	Brevard	018	015	171	171	Bross	A.	Michael	46085
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 18th Judicial Circuit, Group 15	SEM	Seminole	018	015	90	90	Bross	A.	Michael	23211
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 18th Judicial Circuit, Group 18	BRE	Brevard	018	018	171	171	Henderson	Steve		82901
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 18th Judicial Circuit, Group 18	SEM	Seminole	018	018	90	90	Henderson	Steve		54628
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 18th Judicial Circuit, Group 18	BRE	Brevard	018	018	171	171	Peacock	Michael		30057
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 18th Judicial Circuit, Group 18	SEM	Seminole	018	018	90	90	Peacock	Michael		18851
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 18th Judicial Circuit, Group 21	BRE	Brevard	018	021	171	171	Goerner	Donna	M.	66908
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 18th Judicial Circuit, Group 21	SEM	Seminole	018	021	90	90	Goerner	Donna	M.	44732
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 18th Judicial Circuit, Group 21	BRE	Brevard	018	021	171	171	Jones	Marc		45555
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 18th Judicial Circuit, Group 21	SEM	Seminole	018	021	90	90	Jones	Marc		30257
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 18th Judicial Circuit, Group 25	BRE	Brevard	018	025	171	171	Bookhardt	Sam		80318
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 18th Judicial Circuit, Group 25	SEM	Seminole	018	025	90	90	Bookhardt	Sam		51444
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 18th Judicial Circuit, Group 25	BRE	Brevard	018	025	171	171	Hotusing	Oscar	A.	32339
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 18th Judicial Circuit, Group 25	SEM	Seminole	018	025	90	90	Hotusing	Oscar	A.	21999
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 19th Judicial Circuit, Group 11	IND	Indian River	019	011	35	35	Griffin	Victoria	L.	24732
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 19th Judicial Circuit, Group 11	MRT	Martin	019	011	28	28	Griffin	Victoria	L.	22741
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 19th Judicial Circuit, Group 11	OKE	Okeechobee	019	011	11	11	Griffin	Victoria	L.	3195
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 19th Judicial Circuit, Group 11	STL	St. Lucie	019	011	64	64	Griffin	Victoria	L.	35217
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 19th Judicial Circuit, Group 11	IND	Indian River	019	011	35	35	Larsen	Louis	"Lou"	11283
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 19th Judicial Circuit, Group 11	MRT	Martin	019	011	28	28	Larsen	Louis	"Lou"	13001
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 19th Judicial Circuit, Group 11	OKE	Okeechobee	019	011	11	11	Larsen	Louis	"Lou"	2472
08/18/2020	NOP	Non-Partisan	CTJ	Circuit Judge, 19th Judicial Circuit, Group 11	STL	St. Lucie	019	011	64	64	Larsen	Louis	"Lou"	16564
